Varenavn,Årsforbrug,Pris,Ordreomkostning,Rentesats,Kategori,Leverandør,Lagerlokation,Varenummer,Enhed,Minimumslagerbeholdning,Leveringstid (dage),Status
Vare-0634,1793,7306,454,6.1,Belysning,ErgoShop ApS,Tilbehør Zone 23,SKU-0634,Stk,269,13,Aktiv
Vare-0635,2661,14339,395,5.6,Kontorartikler,ASUS Denmark,Lager Zone 26,SKU-0635,Kasse,399,5,Aktiv
Vare-0636,163,7871,421,4.5,IT Hardware,Lenovo Denmark,IT-Lager Zone 97,SKU-0636,Sæt,24,12,Fase Ud
Vare-0637,1141,2354,333,3.9,Ergonomi,Lenovo Denmark,Hylde A1-18,SKU-0637,Pakke,171,9,Aktiv
Vare-0638,155,10996,472,6.1,Tools,HP Inc Danmark,Tilbehør Zone 79,SKU-0638,Rulle,23,13,Aktiv
Vare-0639,4215,13676,435,3.9,Ergonomi,Apple Denmark,Hylde A1-14,SKU-0639,Stk,632,7,Fase Ud
Vare-0640,4379,3172,425,6,Tilbehør,Logitech Nordic,Lager Zone 52,SKU-0640,Stk,657,3,Aktiv
Vare-0641,433,12449,378,5.3,Kontorartikler,ErgoShop ApS,Hylde B2-96,SKU-0641,Sæt,65,9,Aktiv
Vare-0642,2092,9204,472,3.6,Tools,Lenovo Denmark,Hylde A1-29,SKU-0642,Sæt,314,7,Aktiv
Vare-0643,131,13355,356,5.6,Tools,HP Inc Danmark,Hylde B1-76,SKU-0643,Pakke,20,5,Aktiv
Vare-0644,3598,4591,207,5.9,Kabler,OfficeSupply A/S,Hylde A1-15,SKU-0644,Sæt,540,2,Aktiv
Vare-0645,3424,747,381,5.1,Warehouse,Logitech Nordic,IT-Lager Zone 18,SKU-0645,Pakke,514,9,Fase Ud
Vare-0646,4983,4900,295,3.9,IT Hardware,ASUS Denmark,Hylde B2-43,SKU-0646,Æske,747,1,Fase Ud
Vare-0647,1618,9799,392,4.6,Electronics,HP Inc Danmark,Hylde B2-22,SKU-0647,Kasse,243,11,Aktiv
Vare-0648,3169,10202,364,5.4,Kabler,Dell Danmark A/S,Hylde A2-55,SKU-0648,Rulle,475,12,Aktiv
Vare-0649,4490,13102,361,3.8,Warehouse,Samsung Electronics,Hylde A1-69,SKU-0649,Kasse,674,7,Aktiv
Vare-0650,2406,4798,250,4.2,Belysning,Apple Denmark,IT-Lager Zone 1,SKU-0650,Stk,361,3,Aktiv
Vare-0651,4647,8368,193,5.8,Tools,ErgoShop ApS,Tilbehør Zone 1,SKU-0651,Kasse,697,7,Aktiv
Vare-0652,4559,12131,140,6,Tilbehør,Apple Denmark,Tilbehør Zone 50,SKU-0652,Kasse,684,9,Fase Ud
Vare-0653,1579,7883,309,4.9,Tools,ASUS Denmark,Tilbehør Zone 55,SKU-0653,Sæt,237,4,Aktiv
Vare-0654,3607,1234,389,5.9,Warehouse,HP Inc Danmark,Lager Zone 89,SKU-0654,Æske,541,7,Fase Ud
Vare-0655,3451,928,88,6,Tools,Samsung Electronics,Warehouse-30,SKU-0655,Stk,518,7,Aktiv
Vare-0656,4632,3037,233,3.5,Electronics,ErgoShop ApS,Hylde A2-30,SKU-0656,Kasse,695,3,Aktiv
Vare-0657,1339,10642,222,3.9,Tilbehør,HP Inc Danmark,IT-Lager Zone 5,SKU-0657,Pakke,201,8,Aktiv
Vare-0658,3993,12219,459,5.1,Tools,ASUS Denmark,Hylde A2-60,SKU-0658,Pakke,599,5,Aktiv
Vare-0659,4609,12964,440,4.2,Ergonomi,HP Inc Danmark,Hylde B2-19,SKU-0659,Stk,691,13,Fase Ud
Vare-0660,270,8488,178,4.6,Kabler,Apple Denmark,Lager Zone 98,SKU-0660,Sæt,40,6,Aktiv
Vare-0661,3436,11282,467,4.5,Kabler,ASUS Denmark,Tilbehør Zone 37,SKU-0661,Stk,515,3,Fase Ud
Vare-0662,1782,4802,266,3.6,Warehouse,OfficeSupply A/S,Hylde A1-59,SKU-0662,Pakke,267,9,Fase Ud
Vare-0663,3657,13642,103,5.6,IT Hardware,HP Inc Danmark,Hylde B2-82,SKU-0663,Pakke,549,3,Fase Ud
Vare-0664,995,11119,464,3.5,IT Hardware,Lenovo Denmark,Hylde B1-82,SKU-0664,Rulle,149,10,Fase Ud
Vare-0665,2711,9191,277,3.8,IT Hardware,OfficeSupply A/S,Warehouse-69,SKU-0665,Æske,407,11,Fase Ud
Vare-0666,595,13286,273,4.1,Electronics,HP Inc Danmark,Hylde A2-51,SKU-0666,Pakke,89,9,Aktiv
Vare-0667,4010,13029,150,4.2,Electronics,Samsung Electronics,Tilbehør Zone 82,SKU-0667,Sæt,602,3,Aktiv
Vare-0668,2730,3030,323,4.3,Warehouse,Logitech Nordic,Hylde B1-82,SKU-0668,Æske,410,9,Fase Ud
Vare-0669,1753,9792,173,5,Electronics,CableWorld ApS,Hylde A1-71,SKU-0669,Stk,263,10,Aktiv
Vare-0670,3825,12414,379,4.6,Tilbehør,Lenovo Denmark,Tilbehør Zone 77,SKU-0670,Æske,574,5,Aktiv
Vare-0671,3399,3941,336,5.6,Tools,Apple Denmark,Hylde A1-79,SKU-0671,Æske,510,7,Fase Ud
Vare-0672,4116,6947,439,4.9,Tilbehør,OfficeSupply A/S,Hylde B2-94,SKU-0672,Kasse,617,3,Fase Ud
Vare-0673,2913,3157,242,6,Warehouse,ErgoShop ApS,Hylde B1-32,SKU-0673,Rulle,437,6,Aktiv
Vare-0674,2140,13779,124,3.7,Ergonomi,ErgoShop ApS,Hylde A1-67,SKU-0674,Stk,321,3,Fase Ud
Vare-0675,3908,6166,253,5.4,IT Hardware,HP Inc Danmark,Hylde B1-23,SKU-0675,Stk,586,13,Aktiv
Vare-0676,1775,10319,119,6.1,Kontorartikler,Samsung Electronics,Hylde A2-52,SKU-0676,Stk,266,7,Aktiv
Vare-0677,4778,4544,402,4.6,Møbel,CableWorld ApS,Lager Zone 53,SKU-0677,Sæt,717,7,Aktiv
Vare-0678,4398,13690,291,4.3,IT Hardware,OfficeSupply A/S,Hylde B2-97,SKU-0678,Stk,660,13,Aktiv
Vare-0679,1787,6764,478,5.9,Møbel,Logitech Nordic,Lager Zone 32,SKU-0679,Pakke,268,4,Aktiv
Vare-0680,1691,5873,82,4.7,Ergonomi,Lenovo Denmark,Hylde B1-43,SKU-0680,Æske,254,11,Aktiv
Vare-0681,1941,11983,342,4.5,Electronics,CableWorld ApS,Lager Zone 30,SKU-0681,Sæt,291,5,Aktiv
Vare-0682,2525,3785,449,6.1,Tilbehør,Apple Denmark,Warehouse-60,SKU-0682,Æske,379,9,Aktiv
Vare-0683,1818,1726,415,5.7,Warehouse,OfficeSupply A/S,IT-Lager Zone 60,SKU-0683,Sæt,273,2,Aktiv
Vare-0684,3279,13337,368,5.3,Møbel,Samsung Electronics,Hylde B2-50,SKU-0684,Kasse,492,6,Aktiv
Vare-0685,3166,11158,155,4.6,Kontorartikler,HP Inc Danmark,Lager Zone 34,SKU-0685,Rulle,475,6,Aktiv
Vare-0686,1950,1108,328,4.2,Kontorartikler,Samsung Electronics,Hylde B2-31,SKU-0686,Rulle,292,13,Aktiv
Vare-0687,1112,12927,143,6.1,Warehouse,Dell Danmark A/S,IT-Lager Zone 51,SKU-0687,Kasse,167,2,Fase Ud
Vare-0688,2346,9128,164,4.2,Ergonomi,Logitech Nordic,Hylde B1-19,SKU-0688,Stk,352,13,Aktiv
Vare-0689,3870,14709,247,5.6,Tools,Dell Danmark A/S,Lager Zone 28,SKU-0689,Kasse,580,4,Aktiv
Vare-0690,4582,1308,95,4.4,Belysning,Dell Danmark A/S,Tilbehør Zone 5,SKU-0690,Sæt,687,4,Aktiv
Vare-0691,3269,6579,475,5.1,Ergonomi,Dell Danmark A/S,Hylde B1-62,SKU-0691,Æske,490,9,Aktiv
Vare-0692,4745,6399,121,5.9,Warehouse,ErgoShop ApS,Lager Zone 59,SKU-0692,Rulle,712,7,Aktiv
Vare-0693,4478,3149,306,5.8,Ergonomi,Logitech Nordic,IT-Lager Zone 70,SKU-0693,Rulle,672,6,Aktiv
Vare-0694,1125,8235,219,5,Ergonomi,Logitech Nordic,Hylde A1-52,SKU-0694,Kasse,169,3,Aktiv
Vare-0695,1572,5734,413,4.2,Møbel,CableWorld ApS,Lager Zone 8,SKU-0695,Sæt,236,11,Fase Ud
Vare-0696,3873,908,392,4.3,Tools,ErgoShop ApS,Lager Zone 33,SKU-0696,Sæt,581,9,Aktiv
Vare-0697,4357,3705,123,5.3,Kontorartikler,Logitech Nordic,Warehouse-81,SKU-0697,Pakke,654,6,Fase Ud
Vare-0698,4243,519,239,4.8,Ergonomi,Apple Denmark,IT-Lager Zone 17,SKU-0698,Pakke,636,3,Aktiv
Vare-0699,2596,14982,252,5.2,Tools,Lenovo Denmark,Hylde A2-60,SKU-0699,Rulle,389,5,Aktiv
Vare-0700,1362,2563,193,5.9,IT Hardware,ErgoShop ApS,IT-Lager Zone 41,SKU-0700,Sæt,204,3,Aktiv
Vare-0701,3162,8318,258,5.5,Belysning,Dell Danmark A/S,Hylde B1-55,SKU-0701,Stk,474,10,Aktiv
Vare-0702,148,1443,158,4,Kabler,CableWorld ApS,Hylde B2-45,SKU-0702,Stk,22,11,Aktiv
Vare-0703,2982,3597,249,6.1,Belysning,OfficeSupply A/S,Lager Zone 95,SKU-0703,Pakke,447,12,Fase Ud
Vare-0704,434,9199,404,5,Warehouse,CableWorld ApS,Hylde A2-10,SKU-0704,Kasse,65,4,Aktiv
Vare-0705,710,8934,474,6.1,Belysning,Lenovo Denmark,Tilbehør Zone 94,SKU-0705,Æske,106,6,Aktiv
Vare-0706,4342,9831,141,5,Kabler,OfficeSupply A/S,IT-Lager Zone 26,SKU-0706,Stk,651,11,Aktiv
Vare-0707,2351,3689,158,4.8,Møbel,ASUS Denmark,IT-Lager Zone 18,SKU-0707,Pakke,353,10,Aktiv
Vare-0708,4280,6405,286,5.9,Belysning,Lenovo Denmark,Hylde B2-20,SKU-0708,Sæt,642,5,Aktiv
Vare-0709,4693,12063,317,5.1,Kontorartikler,HP Inc Danmark,Hylde A1-34,SKU-0709,Stk,704,3,Aktiv
Vare-0710,3763,5756,327,5.6,Belysning,OfficeSupply A/S,Hylde B1-96,SKU-0710,Æske,564,1,Fase Ud
Vare-0711,4366,6861,247,5.4,Møbel,OfficeSupply A/S,Warehouse-4,SKU-0711,Æske,655,3,Aktiv
Vare-0712,2500,11513,217,4.7,Electronics,Dell Danmark A/S,Hylde B2-84,SKU-0712,Æske,375,1,Aktiv
Vare-0713,2682,5878,470,6,Kabler,OfficeSupply A/S,Hylde B2-49,SKU-0713,Stk,402,13,Aktiv
Vare-0714,2595,4986,336,5.9,Kontorartikler,ErgoShop ApS,Hylde A2-65,SKU-0714,Kasse,389,12,Fase Ud
Vare-0715,566,2482,218,6,Møbel,Apple Denmark,Warehouse-6,SKU-0715,Stk,85,9,Aktiv
Vare-0716,2881,2275,199,4.6,Ergonomi,ErgoShop ApS,Hylde A1-58,SKU-0716,Kasse,432,12,Aktiv
Vare-0717,4123,13912,207,4.2,Kabler,ErgoShop ApS,Hylde A1-38,SKU-0717,Sæt,618,12,Aktiv
Vare-0718,1128,12062,262,6,Ergonomi,OfficeSupply A/S,Hylde A2-73,SKU-0718,Rulle,169,7,Aktiv
Vare-0719,2799,6013,470,4.8,Electronics,HP Inc Danmark,Tilbehør Zone 24,SKU-0719,Pakke,420,11,Aktiv
Vare-0720,4146,10999,459,4.1,IT Hardware,Dell Danmark A/S,Lager Zone 87,SKU-0720,Pakke,622,5,Aktiv
Vare-0721,3601,8296,273,4.5,IT Hardware,OfficeSupply A/S,IT-Lager Zone 86,SKU-0721,Æske,540,13,Fase Ud
Vare-0722,2828,10995,180,5.7,Warehouse,OfficeSupply A/S,Hylde B1-89,SKU-0722,Kasse,424,4,Aktiv
Vare-0723,4756,12921,475,4.8,Kontorartikler,HP Inc Danmark,Hylde B1-66,SKU-0723,Stk,713,6,Aktiv
Vare-0724,4649,11086,257,6.1,Electronics,HP Inc Danmark,Hylde B2-28,SKU-0724,Stk,697,7,Aktiv
Vare-0725,3111,7044,425,6.1,Electronics,ErgoShop ApS,Tilbehør Zone 44,SKU-0725,Æske,467,13,Fase Ud
Vare-0726,440,10252,224,4.6,Belysning,Dell Danmark A/S,Hylde B2-33,SKU-0726,Rulle,66,12,Aktiv
Vare-0727,4865,6079,413,5.6,Kontorartikler,HP Inc Danmark,Lager Zone 50,SKU-0727,Rulle,730,12,Aktiv
Vare-0728,3726,8950,114,4.9,Warehouse,Apple Denmark,IT-Lager Zone 73,SKU-0728,Æske,559,9,Aktiv
Vare-0729,1210,12237,96,5.2,Tools,Logitech Nordic,Warehouse-10,SKU-0729,Kasse,182,5,Aktiv
Vare-0730,3995,4272,231,5,Kontorartikler,CableWorld ApS,Hylde A2-36,SKU-0730,Kasse,599,2,Fase Ud
Vare-0731,171,11248,277,5.6,Kontorartikler,Logitech Nordic,Hylde B1-18,SKU-0731,Rulle,26,8,Aktiv
Vare-0732,2570,12625,172,5.8,Ergonomi,OfficeSupply A/S,Hylde B1-46,SKU-0732,Rulle,386,5,Fase Ud
Vare-0733,1813,3599,269,3.7,IT Hardware,ASUS Denmark,Hylde B2-96,SKU-0733,Sæt,272,7,Aktiv
Vare-0734,3469,13004,106,4.1,Ergonomi,Logitech Nordic,Hylde A1-5,SKU-0734,Kasse,520,4,Aktiv
Vare-0735,4697,1581,382,5,Kontorartikler,HP Inc Danmark,Hylde A2-14,SKU-0735,Stk,705,13,Aktiv
Vare-0736,3427,9676,276,4.7,Belysning,ASUS Denmark,Warehouse-76,SKU-0736,Kasse,514,6,Aktiv
Vare-0737,1723,1932,103,4.8,Møbel,Logitech Nordic,Hylde A1-30,SKU-0737,Kasse,258,8,Aktiv
Vare-0738,1904,7906,448,5.6,Kontorartikler,Lenovo Denmark,Hylde B2-90,SKU-0738,Sæt,286,11,Aktiv
Vare-0739,3455,13262,270,6,IT Hardware,Dell Danmark A/S,Hylde B2-16,SKU-0739,Stk,518,2,Aktiv
Vare-0740,1968,13923,469,3.8,Belysning,Lenovo Denmark,Warehouse-22,SKU-0740,Rulle,295,6,Fase Ud
Vare-0741,2883,13536,474,4.1,Belysning,Samsung Electronics,Hylde A2-64,SKU-0741,Sæt,432,10,Aktiv
Vare-0742,4039,14767,354,5.5,Kontorartikler,ASUS Denmark,IT-Lager Zone 1,SKU-0742,Æske,606,8,Fase Ud
Vare-0743,1037,10008,461,4.1,Møbel,CableWorld ApS,Hylde A2-23,SKU-0743,Stk,156,3,Aktiv
Vare-0744,2330,14915,345,5.8,Møbel,Apple Denmark,Hylde B2-19,SKU-0744,Sæt,350,8,Aktiv
Vare-0745,4594,9525,201,4.5,Warehouse,Samsung Electronics,Hylde B2-6,SKU-0745,Sæt,689,6,Aktiv
Vare-0746,3011,2353,310,4.7,Tilbehør,Logitech Nordic,Tilbehør Zone 74,SKU-0746,Pakke,452,2,Aktiv
Vare-0747,1710,6348,372,5.7,Tilbehør,HP Inc Danmark,IT-Lager Zone 17,SKU-0747,Rulle,256,3,Aktiv
Vare-0748,2977,9447,314,4.3,Tilbehør,Samsung Electronics,IT-Lager Zone 21,SKU-0748,Kasse,447,11,Fase Ud
Vare-0749,1963,10611,205,3.5,Kontorartikler,ASUS Denmark,Hylde A1-93,SKU-0749,Sæt,294,13,Fase Ud
Vare-0750,3300,4357,135,4.3,Warehouse,ASUS Denmark,Hylde B1-64,SKU-0750,Sæt,495,4,Aktiv
Vare-0751,3257,14393,274,6,Møbel,ErgoShop ApS,IT-Lager Zone 74,SKU-0751,Stk,489,8,Aktiv
Vare-0752,3978,12889,237,4.8,Kabler,Samsung Electronics,Hylde B1-3,SKU-0752,Stk,597,3,Aktiv
Vare-0753,1821,6489,330,5,Kabler,OfficeSupply A/S,Hylde B1-57,SKU-0753,Stk,273,5,Aktiv
Vare-0754,3403,8551,158,6.1,Belysning,Dell Danmark A/S,Warehouse-24,SKU-0754,Pakke,510,11,Aktiv
Vare-0755,3326,1689,171,5.7,Tilbehør,OfficeSupply A/S,Lager Zone 51,SKU-0755,Stk,499,10,Aktiv
Vare-0756,4748,6999,403,4.1,Tilbehør,Logitech Nordic,Tilbehør Zone 75,SKU-0756,Pakke,712,9,Fase Ud
Vare-0757,3215,11056,441,3.7,Kabler,Logitech Nordic,Lager Zone 86,SKU-0757,Kasse,482,13,Aktiv
Vare-0758,4709,2899,251,3.6,Electronics,Apple Denmark,Hylde A1-53,SKU-0758,Kasse,706,12,Fase Ud
Vare-0759,3466,11365,428,3.5,IT Hardware,HP Inc Danmark,Hylde A1-73,SKU-0759,Kasse,520,4,Fase Ud
Vare-0760,1353,11748,126,4.2,Tools,Dell Danmark A/S,Hylde B2-77,SKU-0760,Kasse,203,2,Aktiv
Vare-0761,2937,8313,277,5.8,Møbel,HP Inc Danmark,Tilbehør Zone 60,SKU-0761,Rulle,441,12,Aktiv
Vare-0762,3220,2449,85,4.2,Kabler,Logitech Nordic,Hylde A2-73,SKU-0762,Stk,483,3,Aktiv
Vare-0763,4559,1463,181,3.6,IT Hardware,Samsung Electronics,Warehouse-93,SKU-0763,Rulle,684,9,Fase Ud
Vare-0764,3618,5509,92,4.3,Warehouse,Apple Denmark,Hylde A2-30,SKU-0764,Kasse,543,13,Fase Ud
Vare-0765,4142,4240,165,6,Tilbehør,ASUS Denmark,Hylde A1-97,SKU-0765,Kasse,621,7,Aktiv
Vare-0766,4633,13158,312,4.9,Kabler,HP Inc Danmark,IT-Lager Zone 98,SKU-0766,Stk,695,7,Aktiv
Vare-0767,2746,10770,228,5.6,Warehouse,Samsung Electronics,Hylde A1-27,SKU-0767,Pakke,412,10,Aktiv
Vare-0768,4195,1070,150,5.7,Electronics,Apple Denmark,Lager Zone 65,SKU-0768,Pakke,629,1,Aktiv
Vare-0769,2610,1920,407,4.4,Warehouse,CableWorld ApS,Lager Zone 60,SKU-0769,Rulle,392,3,Aktiv
Vare-0770,3658,12996,301,3.6,Warehouse,ErgoShop ApS,Lager Zone 95,SKU-0770,Kasse,549,9,Aktiv
Vare-0771,3544,276,297,5.1,Kabler,ErgoShop ApS,Lager Zone 97,SKU-0771,Sæt,532,11,Fase Ud
Vare-0772,1581,4458,365,3.5,Belysning,Logitech Nordic,Hylde B1-10,SKU-0772,Sæt,237,7,Aktiv
Vare-0773,1186,10140,273,5.9,Kontorartikler,Lenovo Denmark,Hylde A2-35,SKU-0773,Æske,178,11,Aktiv
Vare-0774,981,12016,255,4.8,Electronics,Samsung Electronics,Hylde B2-92,SKU-0774,Stk,147,2,Aktiv
Vare-0775,3883,12799,121,5.6,Electronics,Lenovo Denmark,Tilbehør Zone 78,SKU-0775,Sæt,582,13,Aktiv
Vare-0776,4857,14628,411,5.9,Kontorartikler,Lenovo Denmark,Lager Zone 41,SKU-0776,Sæt,729,2,Aktiv
Vare-0777,200,13332,420,4.7,Kabler,ASUS Denmark,Hylde A2-32,SKU-0777,Æske,30,13,Fase Ud
Vare-0778,1990,1993,239,4.4,Belysning,Samsung Electronics,Hylde B1-18,SKU-0778,Rulle,298,2,Aktiv
Vare-0779,3299,12006,96,5.7,Warehouse,OfficeSupply A/S,Hylde B1-72,SKU-0779,Stk,495,12,Fase Ud
Vare-0780,886,5898,303,3.5,Ergonomi,ASUS Denmark,IT-Lager Zone 41,SKU-0780,Pakke,133,2,Aktiv
Vare-0781,300,9482,424,3.6,Tools,ASUS Denmark,Tilbehør Zone 23,SKU-0781,Sæt,45,1,Fase Ud
Vare-0782,1291,14459,107,4.5,Kabler,Apple Denmark,Hylde A1-75,SKU-0782,Kasse,194,9,Aktiv
Vare-0783,1618,13685,205,6.1,Belysning,Dell Danmark A/S,IT-Lager Zone 77,SKU-0783,Stk,243,13,Aktiv
Vare-0784,1629,5847,134,6,Tools,HP Inc Danmark,Hylde B1-85,SKU-0784,Sæt,244,6,Aktiv
Vare-0785,1618,8087,128,4.6,IT Hardware,Apple Denmark,Hylde B1-47,SKU-0785,Kasse,243,6,Fase Ud
Vare-0786,1796,1023,466,4.6,Warehouse,ErgoShop ApS,Lager Zone 8,SKU-0786,Æske,269,8,Aktiv
Vare-0787,4940,9707,113,3.6,Belysning,Samsung Electronics,IT-Lager Zone 49,SKU-0787,Stk,741,4,Fase Ud
Vare-0788,165,12895,379,4.5,Electronics,ASUS Denmark,Hylde B1-30,SKU-0788,Rulle,25,10,Aktiv
Vare-0789,2159,6346,483,5.1,Tools,OfficeSupply A/S,Hylde A2-76,SKU-0789,Æske,324,11,Aktiv
Vare-0790,100,9158,228,4.2,Tools,ErgoShop ApS,Lager Zone 60,SKU-0790,Pakke,15,12,Aktiv
Vare-0791,4691,2782,343,5.5,IT Hardware,Lenovo Denmark,Hylde A1-37,SKU-0791,Kasse,704,1,Fase Ud
Vare-0792,658,6394,271,5.6,IT Hardware,ErgoShop ApS,IT-Lager Zone 25,SKU-0792,Rulle,99,4,Aktiv
Vare-0793,4298,3135,281,5.2,Ergonomi,OfficeSupply A/S,Hylde A1-91,SKU-0793,Sæt,645,4,Aktiv
Vare-0794,4293,12924,173,6,IT Hardware,Apple Denmark,IT-Lager Zone 14,SKU-0794,Sæt,644,12,Aktiv
Vare-0795,1556,7773,449,3.6,Tilbehør,HP Inc Danmark,Tilbehør Zone 81,SKU-0795,Pakke,233,10,Fase Ud
Vare-0796,4107,6592,222,6,Belysning,HP Inc Danmark,Lager Zone 84,SKU-0796,Kasse,616,4,Aktiv
Vare-0797,2669,4153,156,5.3,Kontorartikler,Apple Denmark,Tilbehør Zone 33,SKU-0797,Rulle,400,8,Aktiv
Vare-0798,3042,8676,431,5,Belysning,Lenovo Denmark,Hylde A1-11,SKU-0798,Rulle,456,13,Aktiv
Vare-0799,198,149,303,3.5,Belysning,Apple Denmark,Hylde A1-86,SKU-0799,Kasse,30,12,Aktiv
Vare-0800,2019,5932,412,4.6,Kabler,OfficeSupply A/S,Hylde A1-4,SKU-0800,Kasse,303,7,Aktiv
Vare-0801,1673,6607,83,4.2,Kontorartikler,Lenovo Denmark,IT-Lager Zone 78,SKU-0801,Pakke,251,13,Fase Ud
Vare-0802,1906,10459,327,5.8,Electronics,ASUS Denmark,Hylde A1-57,SKU-0802,Rulle,286,1,Aktiv
Vare-0803,3267,3971,245,4.6,Tilbehør,Samsung Electronics,IT-Lager Zone 92,SKU-0803,Rulle,490,8,Aktiv
Vare-0804,161,562,204,5.7,Tools,Lenovo Denmark,Hylde B2-40,SKU-0804,Stk,24,10,Fase Ud
Vare-0805,1995,3278,117,3.8,Electronics,Dell Danmark A/S,Warehouse-58,SKU-0805,Pakke,299,9,Aktiv
Vare-0806,4637,5248,256,5.6,Electronics,Lenovo Denmark,Warehouse-19,SKU-0806,Pakke,696,5,Fase Ud
Vare-0807,2321,5717,478,3.6,Tools,Lenovo Denmark,Warehouse-50,SKU-0807,Stk,348,5,Aktiv
Vare-0808,3849,11532,199,4.8,Warehouse,Logitech Nordic,Tilbehør Zone 83,SKU-0808,Rulle,577,13,Fase Ud
Vare-0809,4083,8150,150,5.7,Kabler,CableWorld ApS,Hylde B2-53,SKU-0809,Æske,612,2,Aktiv
Vare-0810,2513,14338,276,3.5,Ergonomi,Logitech Nordic,Hylde A1-34,SKU-0810,Stk,377,4,Aktiv
Vare-0811,2196,1981,354,4.2,Kontorartikler,Dell Danmark A/S,Lager Zone 65,SKU-0811,Kasse,329,3,Aktiv
Vare-0812,610,5947,250,4.8,Kontorartikler,Apple Denmark,Hylde B1-41,SKU-0812,Rulle,92,3,Fase Ud
Vare-0813,1369,13488,290,4.2,Kontorartikler,Apple Denmark,Lager Zone 6,SKU-0813,Rulle,205,8,Aktiv
Vare-0814,141,13540,284,6,Møbel,Lenovo Denmark,Hylde B2-58,SKU-0814,Kasse,21,9,Aktiv
Vare-0815,2944,14879,145,5.8,Electronics,Samsung Electronics,Lager Zone 26,SKU-0815,Æske,442,13,Fase Ud
Vare-0816,3901,872,288,5.3,Kontorartikler,CableWorld ApS,Hylde A1-5,SKU-0816,Sæt,585,12,Aktiv
Vare-0817,2094,11474,200,5.5,Electronics,Dell Danmark A/S,Hylde B2-81,SKU-0817,Rulle,314,4,Aktiv
Vare-0818,572,4417,244,4.3,Electronics,OfficeSupply A/S,Warehouse-95,SKU-0818,Pakke,86,11,Fase Ud
Vare-0819,2037,2745,143,4.4,Tilbehør,ErgoShop ApS,Hylde A2-79,SKU-0819,Rulle,306,10,Fase Ud
Vare-0820,2674,13172,467,5.2,Tilbehør,ErgoShop ApS,Tilbehør Zone 96,SKU-0820,Pakke,401,4,Aktiv
Vare-0821,3205,6782,401,4.2,Belysning,Lenovo Denmark,Hylde B1-97,SKU-0821,Æske,481,3,Fase Ud
Vare-0822,4067,4203,422,4.2,Tilbehør,CableWorld ApS,Tilbehør Zone 28,SKU-0822,Kasse,610,6,Aktiv
Vare-0823,4800,8180,326,3.9,Kabler,Dell Danmark A/S,Tilbehør Zone 73,SKU-0823,Sæt,720,5,Aktiv
Vare-0824,4690,13720,86,4.6,Warehouse,Dell Danmark A/S,Hylde B2-66,SKU-0824,Stk,704,12,Aktiv
Vare-0825,1754,2207,277,4.1,Tilbehør,Apple Denmark,Hylde B1-31,SKU-0825,Kasse,263,10,Aktiv
Vare-0826,4867,1391,414,4.1,Belysning,HP Inc Danmark,Hylde A1-75,SKU-0826,Kasse,730,5,Fase Ud
Vare-0827,830,1895,137,4.8,Electronics,Dell Danmark A/S,Hylde B1-79,SKU-0827,Kasse,124,6,Aktiv
Vare-0828,3480,10511,439,4.9,Tools,ASUS Denmark,IT-Lager Zone 72,SKU-0828,Rulle,522,4,Aktiv
Vare-0829,152,7008,242,3.8,Møbel,CableWorld ApS,Hylde A2-23,SKU-0829,Æske,23,13,Aktiv
Vare-0830,4088,9580,487,5.8,Tilbehør,OfficeSupply A/S,Hylde B1-39,SKU-0830,Kasse,613,1,Aktiv
Vare-0831,3655,2754,321,5.1,Kontorartikler,OfficeSupply A/S,Lager Zone 67,SKU-0831,Sæt,548,7,Fase Ud
Vare-0832,934,9690,463,6,Tilbehør,Dell Danmark A/S,Hylde A2-6,SKU-0832,Rulle,140,11,Aktiv
Vare-0833,320,6175,359,3.9,Ergonomi,HP Inc Danmark,Hylde B1-26,SKU-0833,Sæt,48,10,Fase Ud
Vare-0834,4801,10266,132,5.2,IT Hardware,Samsung Electronics,IT-Lager Zone 58,SKU-0834,Sæt,720,2,Aktiv
Vare-0835,2942,685,349,4.7,Kontorartikler,CableWorld ApS,Lager Zone 77,SKU-0835,Kasse,441,12,Aktiv
Vare-0836,1973,6227,182,4.4,IT Hardware,Logitech Nordic,Hylde B1-8,SKU-0836,Kasse,296,12,Aktiv
Vare-0837,3468,10535,292,5.8,Møbel,Dell Danmark A/S,Lager Zone 21,SKU-0837,Stk,520,13,Fase Ud
Vare-0838,4960,6761,306,5.2,Warehouse,Samsung Electronics,IT-Lager Zone 60,SKU-0838,Kasse,744,2,Fase Ud
Vare-0839,2418,906,245,4.6,Tools,Samsung Electronics,IT-Lager Zone 2,SKU-0839,Pakke,363,4,Aktiv
Vare-0840,3473,14626,403,4.2,Electronics,OfficeSupply A/S,Hylde A2-56,SKU-0840,Rulle,521,3,Aktiv
Vare-0841,1410,5393,382,3.6,Ergonomi,ErgoShop ApS,Hylde B1-53,SKU-0841,Kasse,212,8,Aktiv
Vare-0842,3017,4108,117,5.7,Electronics,HP Inc Danmark,Hylde B2-26,SKU-0842,Æske,453,12,Aktiv
Vare-0843,4984,11249,186,3.6,Tools,Logitech Nordic,IT-Lager Zone 7,SKU-0843,Stk,748,9,Aktiv
Vare-0844,2369,11081,265,6,Electronics,Lenovo Denmark,Lager Zone 29,SKU-0844,Rulle,355,13,Aktiv
